,id,team1,team1_pts,team1_home_away,team1_rushingTDs,team1_passingTDs,team1_kickReturnYards,team1_kickReturnTDs,team1_kickReturns,team1_kickingPoints,team1_interceptionYards,team1_interceptionTDs,team1_passesIntercepted,team1_fumblesRecovered,team1_totalFumbles,team1_possessionTime,team1_interceptions,team1_fumblesLost,team1_turnovers,team1_totalPenaltiesYards,team1_yardsPerRushAttempt,team1_rushingAttempts,team1_rushingYards,team1_yardsPerPass,team1_completionAttempts,team1_netPassingYards,team1_totalYards,team1_fourthDownEff,team1_thirdDownEff,team1_firstDowns,team2,team2_pts,team2_home_away,team2_rushingTDs,team2_puntReturnYards,team2_puntReturnTDs,team2_puntReturns,team2_passingTDs,team2_kickReturnYards,team2_kickReturnTDs,team2_kickReturns,team2_kickingPoints,team2_interceptionYards,team2_interceptionTDs,team2_passesIntercepted,team2_fumblesRecovered,team2_totalFumbles,team2_possessionTime,team2_interceptions,team2_fumblesLost,team2_turnovers,team2_totalPenaltiesYards,team2_yardsPerRushAttempt,team2_rushingAttempts,team2_rushingYards,team2_yardsPerPass,team2_completionAttempts,team2_netPassingYards,team2_totalYards,team2_fourthDownEff,team2_thirdDownEff,team2_firstDowns,team1_tacklesForLoss,team1_defensiveTDs,team1_tackles,team1_sacks,team1_qbHurries,team1_passesDeflected,team2_tacklesForLoss,team2_defensiveTDs,team2_tackles,team2_sacks,team2_qbHurries,team2_passesDeflected,team1_puntReturnYards,team1_puntReturnTDs,team1_puntReturns
71,401540311,William & Mary,34,away,2,2,50,0,3,10,,,,2,0,37:09,0,0,0,4-30,5.9,46,270,6.7,17-27,182,452,2-3,8-15,27,Campbell,24,home,2,16,0,2,1,117,0,6,6,,,,0,2,22:51,0,2,2,6-37,2.9,29,84,8.7,22-26,226,310,1-1,2-8,21,,,,,,,,,,,,,-3,0,3
72,401531377,UAB,35,home,2,3,41,0,2,5,,,,0,1,31:08,0,1,1,5-45,5.6,30,167,7.1,38-41,291,458,0-0,8-10,31,North Carolina A&T,6,away,0,,,,0,70,0,3,6,,,,1,1,28:52,0,0,0,2-10,3.6,41,147,2.0,2-8,16,163,0-1,4-12,12,9,0,28,6,1,2,7,0,42,0,0,2,,,
73,401540363,Presbyterian College,10,away,1,0,29,0,3,4,,,,0,,23:07,1,0,1,4-35,4.2,23,97,4.1,11-24,99,196,0-0,3-12,11,Murray State,41,home,3,18,0,2,2,46,0,2,11,23,0,1,0,,36:53,0,0,0,9-85,5.3,44,231,10.5,14-24,253,484,1-1,8-15,21,,,,,,,,,,,,,,,
74,401523987,Arizona State,24,home,1,2,100,0,2,6,,,,0,,29:12,0,0,0,9-100,4.0,34,135,7.6,18-31,236,371,1-1,4-14,19,Southern Utah,21,away,1,45,0,3,1,49,0,4,3,,,,0,3,30:48,0,0,0,8-71,2.8,31,87,7.7,9-18,139,226,0-0,5-13,11,3,0,27,0,2,3,4,1,38,1,1,4,0,0,1
75,401540278,Northern Colorado,11,away,0,1,16,0,1,3,,,,0,,26:54,0,0,0,2-30,3.2,26,84,3.3,18-32,106,190,2-3,5-15,13,Abilene Christian,31,home,3,3,0,4,1,,,,7,,,,0,1,33:06,0,0,0,11-85,6.5,41,268,7.8,18-29,225,493,1-2,6-11,28,,,,,,,,,,,,,,,
76,401540173,Southern Illinois,49,home,3,3,15,0,2,7,26,1,2,1,1,37:40,0,1,1,12-130,3.8,44,169,8.8,20-30,263,432,3-3,5-12,23,Austin Peay,23,away,1,5,0,1,2,84,0,6,5,,,,1,1,22:20,2,1,3,6-60,1.7,23,39,6.3,20-34,214,253,1-1,3-12,18,,,,,,,,,,,,,-2,0,1
77,401525818,Cincinnati,66,home,3,6,42,0,2,12,6,0,2,1,3,31:46,0,1,1,7-55,5.2,44,229,16.2,23-27,438,667,2-2,10-14,30,Eastern Kentucky,13,away,0,,,,1,118,0,6,7,,,,1,3,28:14,2,1,3,7-42,3.9,32,125,7.1,13-25,177,302,0-1,3-11,15,7,0,32,3,1,2,6,0,32,2,0,1,34,0,4
78,401540200,Chattanooga,27,away,1,2,56,0,3,9,,,,1,1,34:19,1,0,1,6-62,4.2,42,177,6.8,22-46,311,488,0-1,5-16,29,North Alabama,41,home,2,25,0,3,4,56,0,3,5,0,0,1,0,2,25:41,0,1,1,6-75,7.0,35,246,9.3,16-29,271,517,2-4,2-12,21,,,,,,,,,,,,,28,0,4
79,401540199,Mercer,17,home,1,1,43,0,1,5,,,,0,2,32:35,0,2,2,6-43,3.2,53,170,6.8,12-17,115,285,2-3,6-16,21,North Alabama,7,away,1,0,0,1,0,38,0,3,1,,,,2,,27:25,0,0,0,8-73,4.3,36,156,3.8,12-24,92,248,2-5,4-15,12,,,,,,,,,,,,,7,0,3
80,401531841,Troy,48,home,1,4,88,0,3,12,45,1,1,0,3,32:14,1,3,4,5-43,8.1,42,342,9.0,14-22,198,540,0-0,7-12,24,Stephen F. Austin,30,away,2,,,,0,99,0,5,12,6,0,1,3,0,27:46,1,0,1,3-35,3.7,28,104,4.4,18-31,136,240,0-2,4-13,17,4,1,29,0,3,2,6,0,37,0,1,4,7,0,2
81,401540213,McNeese,34,home,3,0,91,0,1,10,0,0,2,1,0,32:09,1,0,1,8-80,2.4,37,89,4.6,18-41,189,278,3-4,4-19,18,Tarleton State,52,away,3,35,0,1,3,55,0,3,10,71,1,1,0,2,27:51,2,1,3,9-71,5.3,40,210,10.1,20-34,344,554,0-0,8-12,30,,,,,,,,,,,,,,,
82,401540219,Montana State,63,home,7,2,14,0,1,9,16,0,3,0,,35:22,0,0,0,3-33,7.7,53,407,12.8,12-18,231,638,1-2,9-12,29,Utah Tech,20,away,0,,,,2,,,,8,,,,0,,24:38,3,0,3,7-31,3.3,15,49,6.3,21-41,260,309,0-0,4-11,16,,,,,,,,,,,,,3,0,1
83,401520181,Western Kentucky,41,home,2,2,63,0,4,11,8,0,2,1,0,29:31,0,0,0,9-55,5.6,23,129,6.7,29-50,336,465,1-2,6-16,22,South Florida,24,away,2,4,0,3,1,32,0,2,6,,,,0,1,30:29,2,1,3,11-100,6.1,61,374,4.9,15-34,166,540,4-5,8-21,26,6,0,54,5,4,6,5,0,46,0,2,5,-1,0,1
84,401531337,Arkansas-Pine Bluff,7,away,1,0,45,0,3,1,23,0,2,1,0,33:05,1,0,1,4-37,2.4,43,102,5.8,15-26,150,252,0-1,5-16,18,Tulsa,42,home,2,35,0,3,4,50,0,1,6,-3,0,1,0,2,26:55,2,1,3,4-44,5.3,49,260,12.9,16-20,257,517,0-0,5-9,26,8,0,43,2,0,0,12,0,34,4,1,0,3,0,1
85,401531426,Bethune-Cookman,14,away,0,0,18,0,1,2,69,1,2,1,2,23:17,0,1,1,7-50,2.2,24,52,1.6,13-24,39,91,0-1,1-15,4,Memphis,56,home,5,55,0,4,2,27,0,1,12,,,,1,1,36:43,2,1,3,5-55,4.8,43,208,9.0,28-38,343,551,2-2,4-12,27,4,1,48,1,1,2,8,0,30,4,2,4,,,
86,401520172,Louisiana Tech,14,away,1,1,51,0,3,2,,,,0,,26:01,1,0,1,5-54,1.2,24,28,7.3,21-33,241,269,0-2,5-14,11,SMU,38,home,1,19,0,2,3,,,,8,16,1,1,0,,33:59,0,0,0,6-42,5.1,41,209,6.5,23-38,248,457,3-4,7-19,24,4,0,49,0,1,6,11,1,35,6,3,3,11,0,2
87,401531347,South Alabama,17,away,1,1,59,0,3,5,,,,3,3,29:23,2,3,5,7-60,2.3,32,75,6.3,23-30,190,265,0-1,8-13,18,Tulane,37,home,0,,,,4,,,,13,5,0,2,3,3,30:37,0,3,3,7-70,3.7,38,142,19.6,14-15,294,436,0-0,4-8,16,4,0,30,1,0,0,7,0,43,5,0,3,,,
88,401520153,Maine,12,away,1,0,17,0,1,6,0,0,1,2,3,37:35,0,1,1,5-50,4.0,41,165,4.8,21-44,213,378,1-3,5-15,27,Florida International,14,home,0,34,0,2,2,44,0,2,2,,,,1,3,22:25,1,2,3,8-79,0.5,24,13,9.7,15-30,292,305,0-3,3-12,12,,,,,,,,,,,,,,,
89,401520146,Louisiana Tech,22,home,1,1,25,0,1,10,0,0,1,0,2,38:18,1,1,2,5-47,2.9,39,114,7.6,34-44,333,447,1-1,8-16,27,Florida International,17,away,2,,,,0,,,,5,17,0,1,1,0,21:42,1,0,1,5-50,5.9,30,178,0.3,5-14,4,182,0-0,3-12,8,6,0,14,2,0,1,8,0,45,2,1,0,0,0,1
90,401520177,Incarnate Word,14,away,1,1,80,0,4,2,,,,0,2,24:28,1,0,1,10-93,2.4,27,64,7.9,18-31,245,308,2-3,5-14,19,UTEP,28,home,2,,,,2,22,0,1,4,0,0,1,0,,35:32,0,0,0,10-102,6.6,50,329,7.2,10-13,94,423,0-0,6-9,25,1,0,28,1,2,0,4,0,34,2,0,5,38,0,2
91,401520145,Jacksonville State,17,home,2,0,,,,5,1,0,2,1,0,25:22,0,0,0,4-52,4.7,44,208,3.4,10-20,67,275,1-2,7-16,15,UTEP,14,away,1,5,0,1,1,,,,2,,,,0,1,34:38,2,1,3,5-55,3.6,43,156,7.2,17-29,208,364,1-3,3-12,22,3,0,28,2,4,3,4,0,33,1,2,2,1,0,1
92,401523989,Northern Arizona,3,away,0,0,25,0,1,3,0,0,1,1,2,35:04,0,1,1,11-84,1.9,41,78,6.4,18-29,186,264,0-3,6-18,18,Arizona,38,home,1,,,,3,,,,8,,,,1,1,24:56,1,1,2,11-91,6.9,27,186,11.2,20-26,292,478,0-2,1-5,22,2,0,31,1,0,2,8,0,41,1,2,6,,,
93,401523991,North Texas,21,home,0,3,74,0,4,3,37,0,1,1,2,20:53,3,0,3,2-20,1.5,27,41,7.1,15-26,184,225,0-1,2-11,10,California,58,away,6,0,0,1,2,,,,8,45,0,3,0,2,39:07,1,1,2,8-60,6.4,56,361,8.3,27-39,322,683,3-3,9-18,29,7,0,56,1,7,4,6,0,28,3,2,3,0,0,1
94,401523995,Coastal Carolina,13,away,0,1,15,0,1,7,29,0,3,0,1,34:50,2,1,3,3-45,1.6,34,56,6.7,28-43,289,345,1-2,8-16,21,UCLA,27,home,0,,,,3,39,0,2,9,8,0,2,1,1,25:10,3,0,3,8-55,4.9,31,153,9.1,17-29,264,417,0-0,7-12,19,2,0,30,1,3,3,10,0,46,4,7,1,-1,0,1
95,401523992,Portland State,7,away,0,1,44,0,3,1,,,,0,,28:41,0,1,1,4-50,4.0,37,148,2.6,8-20,52,200,0-1,4-15,9,Oregon,81,home,7,34,0,5,4,,,,13,,,,1,1,31:23,0,0,0,2-20,10.2,34,348,10.0,33-38,381,729,2-2,3-7,37,2,0,34,0,0,2,3,0,22,0,3,7,,,
96,401531837,Bucknell,3,away,0,0,,,,3,6,0,1,0,1,32:07,0,1,1,7-70,1.8,34,62,6.3,15-23,146,208,0-1,3-15,9,James Madison,38,home,3,94,0,6,2,,,,8,,,,1,1,27:53,1,0,1,4-25,6.4,41,261,7.3,12-24,175,436,0-2,5-12,22,5,0,35,1,0,4,9,0,33,3,0,1,9,0,1
97,401531838,Albany,17,away,1,1,,,,5,12,0,1,0,1,35:09,0,0,0,5-47,2.9,36,106,5.1,22-38,194,300,2-4,4-16,19,Marshall,21,home,2,-2,0,2,1,54,0,3,3,,,,0,1,24:51,1,0,1,5-54,5.6,26,145,7.7,28-35,268,413,1-3,1-10,21,3,0,34,0,2,2,10,0,29,7,20,1,,,
98,401531836,The Citadel,0,away,0,0,,,,,0,0,1,1,1,28:21,0,1,1,4-28,4.6,43,198,1.8,2-8,14,212,0-0,2-12,12,Georgia Southern,34,home,2,70,0,6,2,16,0,1,10,,,,1,3,31:39,1,1,2,9-95,5.9,34,200,6.8,31-40,273,473,1-1,2-7,29,5,0,41,2,3,1,6,0,34,1,2,3,,,
99,401531834,Rhode Island,35,away,1,4,33,0,2,5,,,,0,2,36:19,2,0,2,9-70,3.2,35,112,10.2,24-40,408,520,1-1,13-20,22,Georgia State,42,home,3,,,,2,110,0,5,6,21,1,2,0,,23:41,0,0,0,5-65,6.1,38,231,9.7,16-20,193,424,1-1,6-12,20,3,0,46,0,0,3,5,1,43,2,2,4,31,0,2
100,401531839,Northwestern State,13,away,0,1,15,0,1,7,5,0,1,2,2,32:58,0,1,1,7-70,1.9,40,77,3.9,12-28,110,187,3-3,2-19,8,Louisiana,38,home,2,0,0,2,3,119,0,4,8,,,,1,2,27:02,1,2,3,2-20,6.1,34,206,7.0,14-32,223,429,2-2,4-14,20,4,0,32,2,6,3,8,0,43,5,0,4,,,
101,401531840,Alcorn State,14,away,2,0,118,0,6,2,8,0,1,0,,21:43,2,0,2,7-77,6.3,29,182,3.1,5-14,44,226,0-0,3-11,8,Southern Mississippi,40,home,1,28,0,3,3,39,0,2,16,0,0,2,0,1,38:17,1,0,1,5-35,3.8,38,145,9.5,24-31,296,441,2-2,5-14,25,7,0,36,4,2,2,2,0,21,0,2,4,0,0,1
102,401540043,Wagner,16,away,0,2,110,0,5,4,,,,0,1,27:17,1,2,3,8-55,3.3,27,88,8.8,20-39,344,432,1-3,4-14,15,Fordham,46,home,2,,,,5,35,0,2,4,51,0,1,2,0,32:43,0,0,0,9-99,4.1,47,194,10.3,24-31,319,513,1-1,8-14,27,,,,,,,,,,,,,3,0,1
103,401540628,Albany,34,home,0,4,89,0,3,10,,,,1,0,34:27,0,0,0,7-60,4.9,30,146,6.3,23-40,253,399,0-1,9-16,23,Fordham,13,away,0,33,0,1,1,112,0,7,7,,,,0,1,25:33,0,1,1,9-60,1.2,31,37,6.4,18-31,198,235,1-2,2-12,16,,,,,,,,,,,,,33,0,3
104,401540065,Merrimack,20,away,2,0,55,0,3,8,0,0,1,0,,38:32,0,0,0,8-94,3.6,49,175,5.9,15-30,176,351,1-2,7-15,27,Holy Cross,42,home,4,9,0,1,2,58,0,3,6,,,,0,,21:28,1,0,1,6-55,7.1,34,242,13.6,9-14,190,432,0-1,4-6,22,,,,,,,,,,,,,,,
105,401540027,Sacred Heart,14,home,1,1,96,0,4,2,25,0,1,3,2,35:04,1,0,1,9-73,3.0,39,116,4.9,17-28,138,254,2-3,9-18,18,Lafayette,19,away,3,6,0,1,0,27,0,1,1,0,0,1,0,1,24:56,1,1,2,7-65,6.4,35,223,4.6,8-15,69,292,1-1,3-9,20,,,,,,,,,,,,,3,0,2
106,401540078,Villanova,38,away,3,2,22,0,1,8,18,0,2,1,0,31:51,1,0,1,5-45,9.2,31,284,4.9,15-26,128,412,2-2,1-10,18,Lehigh,10,home,0,19,0,2,1,24,0,2,4,30,0,1,0,1,28:09,2,1,3,5-45,3.4,23,78,5.3,23-39,206,284,1-2,2-14,13,,,,,,,,,,,,,,,
107,401540148,Jackson State,10,away,0,1,81,0,3,4,,,,0,3,29:01,0,2,2,4-30,2.3,32,72,6.8,20-34,231,303,3-4,2-14,17,Florida A&M,28,home,1,95,0,3,2,130,1,3,4,,,,2,0,30:59,0,0,0,6-50,5.3,39,208,6.8,12-22,150,358,0-1,6-13,18,,,,,,,,,,,,,5,0,1
108,401540115,Southern,10,away,0,1,32,0,2,4,,,,0,2,30:44,2,2,4,6-50,2.6,27,69,4.7,17-35,166,235,4-5,4-14,15,Alabama State,14,home,0,31,0,1,2,,,,2,-4,0,2,2,0,29:16,0,0,0,4-20,2.3,37,86,8.6,15-21,180,266,0-2,5-13,13,,,,,,,,,,,,,,,
109,401539999,South Carolina State,7,away,0,1,45,0,2,1,,,,1,0,26:49,1,0,1,9-69,4.0,34,137,2.8,8-23,64,201,0-1,6-14,14,Jackson State,37,home,1,,,,3,14,0,2,13,0,0,1,0,2,33:11,0,1,1,5-55,4.2,33,138,11.9,26-30,356,494,1-1,3-9,24,,,,,,,,,,,,,,,
110,401540166,Texas Southern,34,home,1,3,121,0,7,10,0,0,1,1,1,24:09,3,1,4,6-58,7.1,28,200,7.5,18-38,286,486,0-0,4-11,20,Prairie View,37,away,2,,,,2,121,0,7,13,23,0,3,1,1,35:51,1,1,2,3-41,3.4,53,180,8.3,20-33,275,455,1-2,9-20,27,,,,,,,,,,,,,25,0,4
111,401540057,Georgetown,49,home,4,2,18,0,2,7,95,1,2,0,1,33:41,0,1,1,5-35,6.1,48,294,6.7,12-16,107,401,1-1,7-11,25,Marist,7,away,1,,,,0,162,0,7,1,,,,1,0,26:19,2,0,2,7-57,4.0,28,113,3.6,11-25,89,202,0-0,5-13,12,,,,,,,,,,,,,48,0,4
112,401540258,Montana,35,home,3,1,84,0,4,9,0,0,1,1,0,31:15,2,0,2,6-65,5.1,45,230,7.3,17-29,211,441,2-3,6-15,24,Butler,20,away,0,7,0,1,2,29,0,2,8,0,0,2,0,1,28:45,1,1,2,5-45,1.6,26,41,7.3,24-36,263,304,1-2,2-13,15,,,,,,,,,,,,,10,0,1
113,401540396,VMI,12,home,1,1,18,0,1,0,0,0,1,0,2,34:13,1,1,2,7-54,3.8,46,173,8.9,17-27,239,412,0-2,6-14,22,Davidson,7,away,0,12,0,2,1,37,0,2,1,19,0,1,1,2,25:47,1,0,1,1-5,2.6,39,101,6.9,6-12,83,184,2-2,2-13,8,,,,,,,,,,,,,14,0,3
114,401540099,Illinois State,41,home,3,1,,,,11,,,,1,2,23:21,0,1,1,4-45,8.0,24,193,7.6,29-37,280,473,0-0,6-12,23,Dayton,0,away,0,,,,0,45,0,3,0,,,,1,1,36:39,0,1,1,5-35,2.1,46,97,3.4,17-31,106,203,2-4,5-19,16,,,,,,,,,,,,,13,0,2
115,401540369,North Dakota,55,home,4,4,21,0,1,7,4,0,1,1,1,33:51,0,1,1,5-35,8.5,34,288,11.7,26-31,364,652,0-1,6-9,29,Drake,7,away,0,,,,1,129,0,5,1,,,,1,1,26:09,1,1,2,6-50,4.1,26,106,5.1,18-44,226,332,1-5,6-18,14,,,,,,,,,,,,,,,
116,401540225,Cal Poly,27,home,2,1,49,0,2,9,,,,1,2,25:44,1,1,2,4-25,3.6,27,96,7.8,24-42,326,422,0-1,3-10,22,San Diego,10,away,0,4,0,1,0,71,0,4,4,48,1,1,1,2,34:16,0,1,1,11-95,2.8,34,96,5.4,15-27,145,241,1-3,4-16,11,,,,,,,,,,,,,43,0,2
117,401540565,St. Thomas University (Fl),33,away,4,0,74,0,4,9,,,,0,1,30:01,1,0,1,11-118,6.8,41,279,8.2,21-37,303,582,0-0,6-14,27,Stetson,34,home,4,-2,0,1,0,24,0,1,10,0,0,1,0,,29:59,0,0,0,9-73,4.2,40,169,6.0,19-34,205,374,0-1,7-16,25,,,,,,,,,,,,,5,0,1
118,401540451,Youngstown State,52,home,4,1,29,0,2,10,,,,3,0,34:29,0,0,0,8-91,7.4,41,303,6.5,16-26,169,472,0-0,6-11,21,Valparaiso,10,away,1,0,0,1,0,139,0,9,4,,,,0,3,25:31,0,3,3,2-10,1.5,26,40,5.2,17-30,155,195,0-1,4-13,14,,,,,,,,,,,,,35,1,2
119,401540323,Stony Brook,13,home,1,0,82,0,5,7,25,0,3,1,0,28:41,3,0,3,2-15,5.5,30,164,4.0,14-41,163,327,0-2,4-13,20,Delaware,37,away,3,-14,0,2,1,52,0,3,7,50,1,3,0,2,31:19,3,1,4,2-30,4.3,34,145,9.2,28-45,414,559,2-4,3-12,28,,,,,,,,,,,,,,,
120,401539978,Morgan State,17,away,2,0,28,0,3,5,25,0,1,3,4,29:50,1,2,3,4-28,2.5,46,114,7.6,7-13,99,213,0-1,4-13,15,Richmond,10,home,1,13,0,2,0,34,0,3,4,0,0,1,2,3,30:10,1,3,4,7-45,2.6,37,95,5.6,23-30,169,264,1-1,3-12,18,,,,,,,,,,,,,,,
121,401540288,Texas A&M-Commerce,10,home,0,1,62,0,3,4,40,0,3,1,1,27:42,3,0,3,13-107,3.8,37,142,7.5,11-19,143,285,0-2,4-13,11,UC Davis,48,away,5,0,0,3,1,29,0,1,24,9,0,3,0,1,32:18,3,1,4,0-0,6.2,45,279,7.6,23-33,250,529,1-1,6-11,31,,,,,,,,,,,,,,,
122,401540235,North Dakota State,35,home,3,2,19,0,1,5,39,0,1,0,,36:04,0,0,0,4-35,8.6,39,337,6.3,19-28,176,513,0-2,8-14,22,Eastern Washington,10,away,0,6,0,1,1,66,0,3,4,,,,0,,23:56,1,0,1,8-57,2.6,28,72,6.8,23-39,266,338,1-1,5-17,16,,,,,,,,,,,,,4,0,1
123,401540285,Nicholls,24,home,2,1,126,0,6,6,38,0,1,0,,26:49,1,0,1,4-40,2.7,36,97,6.8,15-29,196,293,0-1,4-14,18,Sacramento State,38,away,3,53,0,4,2,64,0,3,8,0,0,1,0,,33:11,1,0,1,8-80,3.8,49,185,9.5,16-27,256,441,1-1,7-15,22,,,,,,,,,,,,,,,
124,401520152,Sam Houston State,0,away,0,0,,,,,,,,0,,28:27,3,0,3,7-47,1.6,24,38,4.5,18-33,147,185,0-1,2-14,11,BYU,14,home,2,22,0,5,0,21,0,1,2,0,0,3,0,,31:33,0,0,0,8-66,3.3,34,112,4.4,20-33,145,257,1-3,5-16,12,3,0,38,0,3,5,6,0,27,1,7,4,17,0,4
125,401525819,UT San Antonio,14,away,1,1,30,0,3,2,,,,0,1,29:47,3,0,3,8-64,5.9,35,208,5.8,18-36,209,417,2-2,4-13,22,Houston,17,home,0,48,0,1,2,14,0,1,5,19,0,3,0,,30:13,0,0,0,3-25,2.7,38,101,6.9,22-34,233,334,0-2,5-15,19,8,0,46,3,4,2,5,0,37,1,2,2,,,
126,401531402,Charlotte,24,home,2,1,44,0,2,6,27,0,1,0,1,32:21,2,0,2,6-39,4.7,47,220,6.6,13-19,125,345,1-1,4-13,18,South Carolina State,3,away,0,7,0,1,0,,,,3,3,0,2,0,,27:39,1,0,1,6-51,2.9,38,109,3.5,6-17,59,168,1-3,3-14,8,7,0,27,3,6,1,9,0,45,2,1,0,20,0,3
127,401520166,New Mexico State,58,home,5,3,48,0,2,10,,,,0,,32:55,0,0,0,6-73,6.4,42,270,17.3,17-22,380,650,1-1,7-10,27,Western Illinois,21,away,1,,,,2,,,,3,,,,0,,27:05,0,0,0,8-70,1.1,28,32,7.8,18-32,248,280,0-0,8-16,17,12,0,18,4,6,4,4,0,36,1,0,0,8,0,3
128,401520158,East Tennessee State,3,away,0,0,46,0,3,3,,,,0,3,29:17,2,2,4,9-88,2.3,38,87,6.5,10-18,117,204,0-0,1-11,12,Jacksonville State,49,home,6,16,0,2,1,,,,7,32,0,2,2,3,30:43,0,0,0,7-65,4.2,56,237,6.7,13-19,127,364,0-0,7-13,25,4,0,42,1,3,2,8,0,25,3,5,1,,,
129,401540354,Arkansas Baptist,0,away,0,0,131,0,6,0,,,,2,2,36:41,1,2,3,9-70,1.6,53,85,2.9,6-16,47,132,0-0,6-20,10,Houston Christian,66,home,5,49,0,4,3,17,0,1,12,16,0,1,2,2,23:19,0,2,2,8-55,6.9,35,242,11.6,16-20,232,474,0-0,3-8,20,,,,,,,,,,,,,-2,0,1
130,401532576,Nevada,6,home,0,0,29,0,2,6,,,,1,1,26:02,2,1,3,3-15,4.7,25,118,3.9,20-38,148,266,1-3,5-16,14,Idaho,33,away,1,,,,2,26,0,1,15,0,0,2,1,1,33:58,0,1,1,3-30,3.9,38,150,14.9,15-21,313,463,3-3,3-12,18,7,0,39,3,0,1,6,0,38,0,1,9,,,
131,401525436,NC State,24,home,1,2,52,0,2,6,,,,1,3,27:07,3,0,3,8-54,2.8,30,84,5.4,22-48,260,344,0-1,8-19,20,Notre Dame,45,away,2,,,,4,45,0,2,9,0,0,3,0,2,32:53,0,1,1,10-82,4.6,37,170,11.9,15-24,286,456,0-0,5-14,16,5,0,20,4,3,0,3,0,33,1,6,8,41,0,4
132,401520191,Ball State,3,away,0,0,9,0,1,3,45,0,1,0,1,31:28,3,0,3,3-27,2.8,28,77,4.0,18-37,147,224,1-2,4-15,13,Georgia,45,home,3,117,1,4,2,70,0,2,9,10,0,3,0,1,28:32,1,0,1,3-40,3.5,28,99,8.7,24-33,287,386,0-0,6-12,22,3,0,39,1,0,3,6,1,31,0,0,4,,,
133,401520190,McNeese,7,away,1,0,7,0,1,1,,,,1,1,23:51,0,0,0,5-34,1.8,26,46,4.7,7-14,66,112,1-1,2-10,6,Florida,49,home,6,0,0,1,1,17,0,2,5,,,,0,1,36:09,0,1,1,4-20,6.4,51,327,10.1,18-23,233,560,0-0,5-6,33,2,0,42,0,0,0,7,0,18,2,0,3,4,0,1
134,401520213,Austin Peay,13,away,0,1,,,,7,,,,1,1,39:01,1,1,2,9-75,2.3,34,79,6.3,29-41,260,339,2-5,5-18,19,Tennessee,30,home,1,18,0,2,2,41,0,2,12,0,0,1,1,1,20:44,0,1,1,10-88,7.1,32,228,6.9,21-33,228,456,0-1,3-12,17,5,0,30,1,3,4,14,0,44,7,2,6,-1,0,1
135,401520212,Furman,21,away,1,2,,,,3,,,,1,0,28:07,1,0,1,6-53,2.6,31,80,7.1,20-34,243,323,1-2,6-15,16,South Carolina,47,home,2,9,0,2,5,36,0,2,5,3,0,1,0,2,31:53,0,1,1,8-60,2.8,39,108,12.2,32-38,463,571,1-1,9-15,25,7,0,57,1,3,0,4,0,41,3,2,5,0,0,1
136,401520196,Eastern Kentucky,17,away,1,1,,,,5,0,0,1,0,1,27:53,1,1,2,4-37,3.4,27,92,7.6,19-29,219,311,0-0,6-12,15,Kentucky,28,home,0,47,0,2,4,34,0,2,4,0,0,1,1,1,32:07,1,0,1,10-70,5.0,23,115,7.9,24-38,299,414,0-1,5-11,21,3,0,30,1,4,4,5,0,27,2,3,1,3,0,1
137,401520216,Wake Forest,36,home,1,2,15,0,1,12,66,0,2,1,1,34:17,0,1,1,3-25,6.0,48,288,7.5,17-26,196,484,0-0,10-15,29,Vanderbilt,20,away,0,-11,0,2,3,44,0,2,2,,,,1,1,25:43,2,1,3,5-42,4.5,24,109,8.1,26-39,314,423,0-3,6-12,21,3,0,28,2,4,6,2,0,43,2,1,5,2,0,1
138,401520183,Texas,34,away,1,3,22,0,1,10,48,0,2,0,2,32:31,0,0,0,4-40,2.8,37,105,9.2,24-38,349,454,2-3,7-18,23,Alabama,24,home,0,-6,0,1,2,18,0,1,10,,,,0,,27:29,2,0,2,10-90,3.1,35,107,9.4,14-27,255,362,1-1,5-14,18,9,0,36,5,4,1,2,0,35,0,3,5,,,
139,401520214,Tulane,20,home,1,1,18,0,3,8,2,0,1,0,2,34:45,1,1,2,2-10,2.5,45,111,6.2,15-37,231,342,2-5,9-22,18,Ole Miss,37,away,1,3,0,1,2,41,0,2,13,44,0,1,1,0,25:15,1,0,1,5-51,2.5,35,89,9.8,18-28,274,363,3-3,1-13,18,8,0,43,4,3,3,6,0,54,4,3,6,47,0,3
140,401520205,Arizona,24,away,1,2,35,0,2,6,,,,0,1,32:22,4,1,5,5-55,3.6,25,91,7.2,33-47,340,431,2-3,4-13,23,Mississippi State,31,home,1,25,0,1,3,21,0,1,7,49,0,4,1,1,27:38,0,1,1,9-90,3.7,39,145,9.5,13-17,162,307,1-2,3-11,16,6,0,21,2,0,0,9,0,36,1,3,8,,,
141,401520184,Kent State,6,away,0,0,,,,6,,,,0,,27:44,1,0,1,5-39,0.7,36,26,10.2,11-17,174,200,0-1,4-12,14,Arkansas,28,home,1,8,0,1,2,17,0,1,4,25,1,1,0,,32:16,0,0,0,4-34,3.8,45,172,7.2,13-19,136,308,1-2,9-14,19,6,0,27,2,0,1,11,1,21,7,1,2,,,
142,401520186,California,10,home,1,0,16,0,1,4,0,0,1,3,2,34:48,2,1,3,4-45,2.8,40,113,4.2,21-38,160,273,3-6,4-18,19,Auburn,14,away,0,10,0,2,2,58,0,3,2,25,0,2,1,3,25:12,1,3,4,7-56,3.6,38,136,5.5,10-17,94,230,0-1,4-12,12,5,0,33,3,0,3,4,0,44,2,3,3,0,0,1
